TOKEN,POS,LEMMA,SENTIMENT,SOURCE,SENSE
наивный,Adj,наивный,negative,opinion,""
наигранный,Adj,наигранный,negative,opinion,""
наилучший,Adj,наилучший,positive,opinion,""
наисложнейший,Adj,наисложнейший,negative,opinion,""
наихудший,Adj,наихудший,negative,opinion,""
намеренный,Adj,намеренный,neutral,opinion,""
напористый,Adj,напористый,positive,opinion,""
напрасный,Adj,напрасный,negative,opinion,""
напряженный,Adj,напряженный,negative,opinion,""
напускной,Adj,напускной,negative,opinion,""
напыщенный,Adj,напыщенный,negative,opinion,""
наркозависимый,Adj,наркозависимый,negative,fact,""
наркокриминальный,Adj,наркокриминальный,negative,fact,""
наркоманский,Adj,наркоманский,negative,fact,""
наркопроизводящий,Adj,наркопроизводящий,negative,fact,""
наркотический,Adj,наркотический,negative,fact ,""
наружный,Adj,наружный,negative,opinion,"ВНЕШНИЙ (ПОВЕРХНОСТНЫЙ)"
наружный,Adj,наружный,neutral,fact,"ВНЕШНИЙ,НАРУЖНЫЙ"
нарывный,Adj,нарывный,negative,fact,""
нарядный,Adj,нарядный,neutral,fact,"НАРЯД НА РАБОТУ"
нарядный,Adj,нарядный,positive,opinion,"НАРЯДНО ОДЕТЫЙ"
насильственный,Adj,насильственный,negative,opinion,""
насмешливый,Adj,насмешливый,negative,opinion,""
насмешнический,Adj,насмешнический,negative,opinion,""
насморочный,Adj,насморочный,negative,fact,""
наставительный,Adj,наставительный,negative,opinion,""
настойчивость,Adj,настойчивость,positive,opinion,""
настойчивый,Adj,настойчивый,positive,opinion,""
настороженный,Adj,настороженный,negative,feeling,""
настоятельный,Adj,настоятельный,neutral,opinion,"НАСУЩНЫЙ"
настоятельный,Adj,настоятельный,positive,opinion,"НАСТОЯТЕЛЬНЫЙ (ОЧЕНЬ НАСТОЙЧИВЫЙ)"
настырный,Adj,настырный,negative,opinion,""
насупленный,Adj,насупленный,negative,opinion,""
насущный,Adj,насущный,positive,opinion,""
насыщенный,Adj,насыщенный,positive,opinion,""
натужный,Adj,натужный,negative,opinion,""
натуральный,Adj,натуральный,positive,fact,"ПРИРОДНОГО ПРОИСХОЖДЕНИЯ"
натуральный,Adj,натуральный,positive,opinion,"НАТУРАЛЬНЫЙ,ЕСТЕСТВЕННЫЙ,НЕПРИТВОРНЫЙ"
натянутый,Adj,натянутый,negative,opinion,"НАПРЯЖЕННЫЙ,ПРИНУЖДЕННЫЙ"
натянутый,Adj,натянутый,neutral,fact,"ТУГОЙ,ТУГО НАТЯНУТЫЙ"
нахальный,Adj,нахальный,negative,opinion,""
нахмуренный,Adj,нахмуренный,negative,opinion,""
находчивый,Adj,находчивый,positive,opinion,""
националистический,Adj,националистический,negative,fact,""
националистский,Adj,националистский,negative,fact,""
нацистский,Adj,нацистский,negative,fact,""
начитанный,Adj,начитанный,positive,fact,""
неадекватный,Adj,неадекватный,negative,opinion,""
неаккуратный,Adj,неаккуратный,negative,opinion,""
неактуальный,Adj,неактуальный,negative,opinion,""
неальтернативный,Adj,неальтернативный,negative,opinion,""
неаргументированный,Adj,неаргументированный,negative,opinion,""
небанальный,Adj,небанальный,positive,opinion,""
небедный,Adj,небедный,positive,opinion,""
небезвозмездный,Adj,небезвозмездный,negative,opinion,""
небезвредный,Adj,небезвредный,negative,opinion,""
небезвыгодный,Adj,небезвыгодный,positive,opinion,""
небезгрешный,Adj,небезгрешный,negative,opinion,""
небездарный,Adj,небездарный,positive,opinion,""
небезобидный,Adj,небезобидный,negative,opinion,""
небезопасный,Adj,небезопасный,negative,opinion,""
небезосновательный,Adj,небезосновательный,positive,opinion,""
небезразличный,Adj,небезразличный,positive,feeling,""
небезрезультатный,Adj,небезрезультатный,positive,opinion,""
небезупречный,Adj,небезупречный,negative,opinion,""
небезуспешный,Adj,небезуспешный,positive,opinion,""
небезынтересный,Adj,небезынтересный,positive,opinion,""
небескорыстный,Adj,небескорыстный,negative,opinion,""
небесплатный,Adj,небесплатный,negative,fact,""
небесплодный,Adj,небесплодный,positive,opinion,""
небесполезный,Adj,небесполезный,positive,opinion,""
небеспочвенный,Adj,небеспочвенный,positive,opinion,""
небеспристрастный,Adj,небеспристрастный,negative,opinion,""
небесспорный,Adj,небесспорный,negative,opinion,""
небесталанный,Adj,небесталанный,positive,opinion,""
неблаговидный,Adj,неблаговидный,negative,opinion,""
неблагодарный,Adj,неблагодарный,negative,opinion,""
неблагозвучный,Adj,неблагозвучный,negative,opinion,""
неблагополучный,Adj,неблагополучный,negative,opinion,""
неблагопристойный,Adj,неблагопристойный,negative,opinion,""
неблагоприятный,Adj,неблагоприятный,negative,opinion,""
неблагоразумный,Adj,неблагоразумный,negative,opinion,""
неблизкий,Adj,неблизкий,negative,opinion,"ЧУЖДЫЙ,ДАЛЕКИЙ"
неблизкий,Adj,неблизкий,neutral,opinion,"ДАЛЕКИЙ ПО ВРЕМЕНИ"
неблизкий,Adj,неблизкий,neutral,opinion,"ДАЛЕКИЙ ПО РАССТОЯНИЮ"
небольной,Adj,небольной,positive,opinion,""
небрежный,Adj,небрежный,negative,opinion,""
неважнецкий,Adj,неважнецкий,negative,opinion,""
неважный,Adj,неважный,negative,opinion,""
невежественный,Adj,невежественный,negative,opinion,""
невежливый,Adj,невежливый,negative,opinion,""
невезучий,Adj,невезучий,negative,opinion,""
неверный,Adj,неверный,negative,opinion,""
невеселый,Adj,невеселый,negative,opinion,""
невзрачный,Adj,невзрачный,negative,opinion,""
невиданный,Adj,невиданный,positive,opinion,""
невинный,Adj,невинный,positive,opinion,""
невиноватый,Adj,невиноватый,positive,opinion,""
невиновный,Adj,невиновный,positive,opinion,""
невкусный,Adj,невкусный,negative,feeling,""
невменяемый,Adj,невменяемый,negative,opinion,""
невнимательный,Adj,невнимательный,negative,opinion,""
невнятный,Adj,невнятный,negative,opinion,""
невозбранный,Adj,невозбранный,positive,opinion,""
невозбраняемый,Adj,невозбраняемый,positive,opinion,""
невозможный,Adj,невозможный,negative,opinion,""
невозмутимый,Adj,невозмутимый,negative,opinion,""
невольнический,Adj,невольнический,negative,fact,""
невоспитанный,Adj,невоспитанный,negative,opinion,""
невосполнимый,Adj,невосполнимый,negative,opinion,""
невостребованный,Adj,невостребованный,negative,opinion,""
невразумительный,Adj,невразумительный,negative,opinion,""
невралгический,Adj,невралгический,negative,fact,""
неврастенический,Adj,неврастенический,negative,opinion,""
невыгодный,Adj,невыгодный,negative,opinion,""
невыносимый,Adj,невыносимый,negative,opinion,""
невыполненный,Adj,невыполненный,negative,fact,""
невыполнимый,Adj,невыполнимый,negative,opinion,""
невыразительный,Adj,невыразительный,negative,opinion,""
невыясненный,Adj,невыясненный,negative,opinion,""
негативный,Adj,негативный,negative,opinion,"ОТРИЦАТЕЛЬНАЯ ОЦЕНКА"
негативный,Adj,негативный,neutral,fact,"ФОТОГРАФИЧЕСКИЙ НЕГАТИВ"
неглубокий,Adj,неглубокий,negative,opinion,"ПОВЕРХНОСТНЫЙ,НЕГЛУБОКИЙ"
неглубокий,Adj,неглубокий,neutral,opinion,"МЕЛКИЙ ПО ГЛУБИНЕ"
неглубокий,Adj,неглубокий,neutral,opinion,"НЕГЛУБОКИЙ,БЛИЗКИЙ К ПОВЕРХНОСТИ"
неглупый,Adj,неглупый,positive,opinion,""
негодный,Adj,негодный,negative,opinion,""
негодяйский,Adj,негодяйский,negative,opinion,""
негожий,Adj,негожий,negative,opinion,""
неголодный,Adj,неголодный,positive,opinion,""
неграмотный,Adj,неграмотный,negative,fact,"НЕГРАМОТНЫЙ,НЕ УМЕЮЩИЙ ЧИТАТЬ"
неграмотный,Adj,неграмотный,negative,opinion,"БЕЗГРАМОТНЫЙ (ОШИБОЧНЫЙ)"
неграмотный,Adj,неграмотный,negative,opinion,"НЕГРАМОТНЫЙ,НЕКОМПЕТЕНТНЫЙ"
негуманный,Adj,негуманный,negative,opinion,""
недалекий,Adj,недалекий,negative,opinion,"ГЛУПЫЙ,НЕДАЛЕКИЙ"
недалекий,Adj,недалекий,neutral,opinion,"БЛИЗКИЙ ПО ВРЕМЕНИ"
недалекий,Adj,недалекий,neutral,opinion,"БЛИЗКИЙ ПО РАССТОЯНИЮ"
недалекий,Adj,недалекий,neutral,opinion,"БЛИЗОСТЬ (СХОДСТВО)"
недальновидный,Adj,недальновидный,negative,opinion,""
недееспособный,Adj,недееспособный,negative,opinion,""
недешевый,Adj,недешевый,negative,opinion,""
недисциплинированный,Adj,недисциплинированный,negative,opinion,""
недобровольный,Adj,недобровольный,negative,opinion,""
недоброкачественный,Adj,недоброкачественный,negative,fact,"ЗЛОКАЧЕСТВЕННЫЙ"
недоброкачественный,Adj,недоброкачественный,negative,opinion,"НИЗКОКАЧЕСТВЕННЫЙ"
недобросовестный,Adj,недобросовестный,negative,opinion,""
недобрый,Adj,недобрый,negative,opinion,""
недоверчивый,Adj,недоверчивый,negative,opinion,""
недовольный,Adj,недовольный,negative,opinion,""
